"","V1","V2","V3","V4","V5"
"1",3,4,1,4,1
"2",1,3,2,3,3
"3",3,4,4,4,1
"4",1,3,1,2,4
"5",4,4,3,3,3
"6",3,2,2,2,3
"7",2,3,3,4,3
"8",2,1,2,2,2
"9",2,1,3,2,1
"10",2,3,1,2,1
"11",3,1,2,2,3
"12",3,4,2,2,3
"13",2,2,1,1,2
"14",1,2,3,1,1
"15",3,4,4,4,3
"16",3,4,2,4,1
"17",3,3,1,1,1
"18",1,1,4,3,3
"19",4,4,1,4,4
"20",1,1,3,1,3
"21",3,3,4,2,2
"22",2,2,1,2,1
"23",3,1,1,1,2
"24",2,3,1,4,4
"25",1,3,4,1,2
"26",4,4,2,4,4
"27",4,3,4,2,2
"28",4,2,2,4,3
"29",2,1,4,4,2
"30",4,4,2,1,4
"31",4,4,4,3,2
"32",2,1,1,2,2
"33",3,4,2,2,4
"34",4,4,1,2,1
"35",3,2,4,3,4
"36",3,3,3,3,2
