"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,1,3,1,3,2,1,2,1,3,2,2,3,1,3,3
"2",3,3,3,3,3,3,3,2,1,2,2,1,1,3,3,2
"3",2,2,1,3,3,1,2,3,2,1,1,2,1,2,3,1
"4",3,3,2,2,2,3,2,3,3,3,3,3,2,1,3,2
"5",1,3,3,1,2,3,1,1,3,3,3,3,3,2,3,3
"6",3,3,3,1,1,3,1,3,2,3,1,2,1,3,3,3
"7",1,3,1,2,3,2,1,1,3,2,3,1,2,3,3,1
"8",3,3,1,3,3,1,2,2,3,3,1,1,3,1,3,1
"9",2,1,2,1,2,2,1,2,2,3,2,2,1,3,1,3
"10",2,2,2,1,1,1,3,2,1,2,1,1,3,3,3,2
"11",2,3,2,3,2,2,2,2,3,1,1,1,3,1,1,2
"12",1,3,1,3,3,1,2,2,1,3,3,1,2,1,1,2
"13",1,2,1,1,1,2,3,1,3,2,1,2,2,3,3,1
"14",1,2,1,1,2,1,2,1,2,2,2,1,1,3,3,3
"15",2,3,1,1,1,1,1,1,3,1,3,1,2,2,1,2
"16",3,1,3,3,1,1,3,3,1,1,1,2,3,2,1,1
"17",1,1,1,3,1,3,1,1,1,2,2,1,1,3,1,1
"18",2,2,1,2,3,2,2,3,2,3,1,2,3,1,3,1
