"","V1","V2","V3","V4","V5","V6","V7"
"1",1,3,2,2,3,3,1
"2",2,3,3,1,3,2,2
"3",3,3,2,1,3,3,3
"4",2,3,1,3,2,1,3
"5",2,3,3,1,1,3,2
"6",1,3,1,2,2,3,2
"7",2,3,1,2,1,2,1
"8",1,3,2,2,3,2,2
"9",2,3,3,2,2,2,2
"10",2,1,2,1,2,2,2
"11",3,2,3,1,1,3,1
"12",2,1,2,1,3,3,3
"13",1,2,2,3,3,1,1
"14",1,1,2,1,3,3,1
"15",1,2,3,3,2,3,1
"16",3,1,3,3,1,3,2
"17",3,1,1,2,1,1,3
"18",3,3,2,3,1,1,3
"19",1,3,3,2,2,2,2
"20",2,3,1,3,3,1,2
"21",2,1,2,3,3,1,1
"22",1,3,3,2,2,1,1
"23",1,2,2,3,2,2,2
"24",1,1,1,1,2,2,3
"25",2,3,3,3,3,1,1
"26",3,3,3,1,1,3,3
"27",1,2,2,1,1,1,1
"28",2,1,1,2,3,2,3
"29",3,2,2,3,3,3,3
"30",3,3,3,1,3,2,2
"31",2,3,3,1,3,2,3
"32",2,1,2,2,2,3,3
"33",2,3,1,3,1,2,3
