"","V1","V2","V3","V4","V5"
"1",3,1,2,2,2
"2",2,2,2,2,1
"3",3,1,2,3,3
"4",2,3,2,2,3
"5",3,2,3,3,2
"6",1,2,2,3,1
"7",3,2,1,1,3
"8",3,2,1,2,3
"9",1,3,2,2,2
"10",1,3,1,3,3
"11",3,2,1,2,2
"12",2,3,1,2,2
"13",2,3,1,1,2
"14",2,1,2,3,1
"15",1,2,1,1,3
"16",3,1,1,1,2
"17",2,2,1,1,1
"18",2,2,2,2,1
"19",1,2,1,2,1
"20",2,2,2,1,3
"21",2,2,3,3,2
"22",2,3,3,3,1
"23",3,3,3,3,1
"24",2,2,3,3,2
"25",1,3,2,2,2
"26",2,1,1,2,1
"27",2,1,2,1,2
"28",1,2,3,1,1
"29",3,3,1,3,1
"30",2,3,2,2,1
"31",1,1,3,1,2
"32",2,3,1,1,3
"33",3,2,2,1,1
"34",3,2,1,2,3
"35",1,3,2,1,3
"36",1,1,1,1,2
"37",1,2,2,1,3
"38",2,2,2,1,1
"39",2,3,3,1,2
"40",2,3,2,3,1
"41",1,3,3,1,1
"42",1,3,2,1,1
