"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,1,1,2,2,1,1,1,2,3,2,1,2,1,1,1
"2",2,1,3,2,3,3,2,2,2,3,2,1,3,3,2,1
"3",2,2,3,3,1,2,3,3,2,3,1,1,1,2,1,2
"4",1,3,2,1,3,3,2,3,2,3,1,1,3,2,3,3
"5",2,2,3,3,2,3,2,1,2,3,1,3,2,2,3,3
"6",1,1,3,3,2,3,1,1,2,3,2,2,1,2,1,3
"7",1,2,1,1,3,3,3,1,3,2,2,3,2,1,2,2
"8",2,2,1,2,3,3,1,2,2,2,3,3,2,3,1,1
"9",1,2,1,1,2,3,3,2,2,1,2,3,1,3,3,2
"10",3,1,3,2,2,1,2,1,1,2,3,3,1,3,2,2
"11",1,3,3,3,2,2,1,2,2,3,1,3,1,3,2,1
"12",1,2,3,1,1,1,3,2,2,2,1,3,1,1,2,1
"13",3,3,1,3,2,3,2,1,3,1,1,3,1,2,3,3
"14",1,2,2,2,2,2,3,3,2,2,3,2,1,1,3,3
"15",2,3,1,3,1,3,1,1,1,3,3,3,1,1,3,1
"16",2,2,2,2,3,3,2,3,2,1,3,3,3,2,3,1
"17",1,2,1,1,3,3,3,2,3,3,2,3,1,3,2,3
"18",2,2,1,3,3,2,2,1,2,1,3,1,1,2,3,2
"19",1,3,2,2,3,2,1,1,1,1,3,2,3,3,1,2
"20",2,1,2,3,1,3,2,3,2,2,2,1,1,1,2,1
"21",3,2,3,3,3,2,2,2,2,1,2,1,1,2,3,3
"22",3,2,2,2,2,1,1,1,3,1,3,3,1,3,2,1
"23",1,1,3,1,1,3,2,3,2,3,2,2,3,1,3,3
"24",3,2,2,3,1,3,2,3,1,2,1,3,3,3,3,3
"25",3,1,3,1,2,1,1,3,1,2,3,3,3,3,1,2
"26",2,1,2,1,1,1,2,1,2,3,2,3,3,3,3,1
"27",1,3,3,2,2,2,3,2,3,1,3,1,3,3,3,3
