"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,2,2,1,3,3,2,3,1,1,2,3,3,1,2,2
"2",3,1,2,3,2,2,3,2,3,3,1,2,2,1,3,1
"3",3,2,1,1,3,3,1,3,1,2,1,3,1,2,1,2
"4",1,1,2,2,2,1,1,2,1,2,2,3,2,3,2,3
"5",3,1,1,2,1,2,2,1,1,1,2,2,2,1,3,1
"6",2,2,3,2,3,1,2,1,2,3,3,1,1,3,1,1
"7",2,2,3,1,1,1,1,1,1,1,3,1,3,3,1,1
"8",2,1,1,3,1,1,3,1,1,3,3,1,1,1,3,3
"9",3,2,3,3,3,2,3,2,2,1,2,3,2,1,2,2
"10",1,3,2,2,3,3,2,1,3,2,3,1,2,2,1,1
"11",2,2,2,3,1,3,1,3,2,1,1,2,1,3,1,2
"12",3,2,3,3,3,1,1,1,1,2,3,1,3,2,1,2
"13",2,1,3,3,3,2,1,2,2,1,1,1,2,3,1,3
"14",1,2,3,3,2,1,2,1,2,3,3,2,2,1,3,3
"15",3,1,2,2,3,1,1,1,1,2,1,2,2,2,1,2
"16",2,3,3,2,1,2,2,1,3,2,1,2,3,1,2,2
"17",3,1,2,1,2,3,1,1,3,3,3,3,3,2,1,3
"18",3,1,1,1,2,1,1,3,3,2,1,1,2,3,1,2
"19",3,1,1,1,2,1,1,2,1,1,3,2,2,1,2,1
"20",2,3,3,3,2,3,3,2,2,3,2,1,1,2,2,3
"21",1,2,2,2,2,2,1,3,3,1,1,2,3,3,1,2
"22",2,3,3,2,2,2,2,2,2,2,1,2,3,1,3,3
"23",3,1,2,3,2,3,2,1,1,3,1,1,1,1,1,3
"24",2,2,1,1,2,3,3,1,3,1,2,2,2,2,2,1
