"","V1","V2","V3","V4","V5"
"1",2,3,3,1,1
"2",3,3,3,2,2
"3",2,1,2,2,3
"4",1,3,1,3,2
"5",2,2,1,1,1
"6",1,1,2,2,1
"7",2,3,2,2,1
"8",1,1,1,2,3
"9",1,2,3,1,1
"10",1,3,2,1,3
"11",3,1,2,2,1
"12",3,1,2,3,1
"13",2,3,1,2,3
"14",2,3,3,1,1
"15",1,1,3,1,2
"16",2,1,1,3,2
"17",1,2,3,2,3
"18",2,3,2,1,2
"19",1,2,3,1,2
"20",1,1,3,1,3
"21",2,2,2,1,3
"22",3,1,2,2,1
"23",1,1,2,1,1
"24",3,1,2,3,1
"25",2,2,3,3,2
"26",2,3,2,3,3
"27",3,1,1,2,3
"28",3,1,2,2,3
"29",1,3,2,1,1
"30",2,2,3,2,1
"31",1,3,3,2,2
"32",2,2,2,3,1
"33",3,1,3,2,3
