"","V1","V2","V3","V4","V5","V6","V7"
"1",2,1,3,2,1,3,3
"2",3,3,1,1,1,1,3
"3",1,3,1,3,2,1,2
"4",1,2,2,3,2,1,3
"5",1,3,3,1,2,1,2
"6",1,1,3,2,1,1,1
"7",1,3,2,2,1,3,2
"8",3,1,1,1,3,1,2
"9",3,2,2,1,1,1,1
"10",2,1,2,1,3,3,3
"11",3,1,3,2,3,1,2
"12",3,2,3,3,1,3,1
"13",3,1,2,3,3,2,1
"14",3,1,2,1,1,1,1
"15",3,3,1,1,3,2,1
"16",2,1,2,1,3,1,1
"17",2,2,3,2,1,1,3
"18",2,2,3,2,2,3,3
"19",1,1,2,2,2,2,1
"20",2,2,2,2,1,2,1
"21",1,3,1,2,3,1,2
"22",1,2,1,3,1,1,2
"23",3,1,3,3,1,3,1
"24",2,1,2,1,3,2,2
"25",3,3,1,3,2,3,1
"26",1,3,2,3,3,2,1
"27",2,3,3,1,3,2,2
"28",3,1,2,1,1,2,2
"29",1,3,1,3,2,1,1
"30",2,1,3,2,1,1,1
"31",3,2,3,2,1,1,1
"32",3,1,1,2,1,2,3
"33",3,2,1,1,3,1,2
"34",2,3,3,3,3,1,3
"35",3,1,1,2,3,3,3
"36",2,2,2,2,1,1,1
"37",1,2,3,1,1,3,1
"38",1,3,3,3,2,1,2
"39",2,3,3,3,3,2,3
"40",3,1,1,3,2,2,2
"41",1,1,2,3,3,3,3
"42",3,2,1,3,2,3,3
"43",1,1,3,1,2,3,2
"44",1,3,2,2,3,1,2
"45",3,2,1,3,3,1,1
