"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,4,1,3,3,2,2,1,3,4,2,2,4,3,4,1
"2",4,1,1,4,1,1,1,4,3,4,3,1,2,2,1,2
"3",1,2,3,4,4,4,3,2,3,4,4,1,3,4,1,4
"4",2,3,2,3,1,1,4,1,3,3,2,2,3,3,2,3
"5",3,4,4,4,2,2,3,3,3,2,3,4,4,4,2,1
"6",3,3,1,2,2,4,1,3,4,4,1,3,1,2,2,1
"7",4,2,1,2,3,2,1,3,2,1,3,4,3,3,3,2
"8",1,2,2,2,1,2,2,4,1,1,2,4,1,1,3,4
"9",4,1,3,4,1,2,3,2,2,3,1,1,4,4,2,1
"10",4,3,3,4,3,3,4,3,2,1,2,4,4,2,4,2
"11",1,2,2,4,2,1,2,2,1,3,3,4,3,2,1,3
"12",4,2,2,1,4,4,4,3,4,4,1,1,2,1,3,1
"13",4,1,3,3,1,2,2,2,3,2,4,1,2,3,2,1
"14",4,4,2,1,3,3,3,1,1,1,3,1,4,4,2,2
"15",1,1,3,2,1,4,2,4,3,4,3,2,1,4,2,4
"16",3,4,3,4,3,1,3,3,3,2,1,2,3,4,1,3
"17",4,1,2,3,3,4,2,3,4,2,2,1,3,2,3,2
"18",4,3,2,2,1,1,1,4,1,2,3,2,2,4,2,1
"19",1,3,1,3,4,2,3,4,3,1,4,2,4,2,1,1
"20",3,1,4,2,1,4,2,2,3,4,1,2,2,3,4,3
"21",4,2,1,1,2,2,3,4,4,3,4,3,3,1,4,1
"22",2,2,1,1,3,2,1,1,1,3,1,1,1,2,2,4
"23",1,4,1,2,1,2,4,2,2,4,3,3,4,2,4,2
"24",1,1,1,1,1,3,2,2,2,3,2,3,4,4,2,4
"25",1,3,3,4,3,3,1,2,1,2,3,3,1,2,2,1
"26",2,4,1,1,4,2,4,3,1,4,4,1,3,2,4,4
"27",2,4,2,3,3,1,3,1,2,2,4,2,3,3,2,1
"28",4,3,1,1,3,2,2,4,2,4,3,2,2,3,4,2
"29",2,4,3,1,2,1,2,1,2,1,1,2,3,2,3,4
"30",4,1,4,4,3,1,1,1,4,1,4,4,1,4,2,3
"31",3,1,1,4,4,1,2,4,4,2,3,4,1,1,3,2
"32",1,2,4,1,2,4,1,4,4,3,1,2,4,3,3,4
"33",3,4,2,4,2,1,3,4,3,4,1,1,3,4,1,2
"34",3,1,1,2,4,3,2,3,3,2,3,1,4,3,3,1
"35",1,2,3,2,4,3,3,4,2,3,3,3,1,4,2,4
"36",3,1,4,1,3,2,1,4,4,4,4,1,4,4,3,2
