"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,2,1,2,3,2,2,2,3,3,1,3,3,3,1,1
"2",2,2,1,3,2,2,1,3,2,3,2,1,3,1,1,1
"3",3,3,2,1,1,2,2,2,2,1,2,3,1,3,3,1
"4",2,1,2,2,1,2,1,2,3,1,2,2,3,2,3,1
"5",2,3,1,1,1,2,1,1,2,3,2,3,1,3,2,2
"6",2,3,2,1,2,1,3,2,1,2,3,1,2,1,1,3
"7",3,3,1,1,1,1,2,2,2,1,1,3,3,2,3,2
"8",2,3,3,2,1,3,2,1,2,1,1,2,2,3,1,3
"9",3,2,3,1,3,1,1,1,3,2,1,2,3,3,1,2
"10",2,3,2,1,1,1,3,1,2,3,1,1,3,2,1,1
"11",2,2,3,3,2,2,1,3,2,3,2,3,1,3,2,3
"12",2,2,3,2,3,1,1,2,2,2,3,2,2,3,3,1
"13",3,2,2,3,2,1,2,1,3,3,1,1,2,3,2,1
"14",1,1,3,3,2,3,3,2,3,3,1,2,1,2,1,1
"15",3,1,1,3,2,3,1,3,2,3,1,2,2,2,1,2
"16",2,1,2,3,1,1,1,3,3,2,2,3,3,1,3,3
"17",3,2,1,3,1,3,3,1,1,1,2,2,3,1,1,2
"18",1,1,2,1,2,2,1,2,3,2,1,1,2,2,3,2
"19",2,3,1,2,3,2,3,2,1,2,1,3,1,2,1,2
"20",2,2,2,1,1,1,2,1,1,1,2,1,2,1,3,2
"21",3,3,1,1,2,2,2,3,1,3,3,3,3,1,1,3
