"","V1","V2","V3","V4","V5","V6","V7"
"1",3,1,1,3,2,1,1
"2",3,1,3,3,3,2,1
"3",2,3,1,1,3,1,3
"4",1,2,3,1,1,3,3
"5",1,1,3,3,1,1,3
"6",2,1,2,1,3,2,2
"7",1,1,2,2,1,3,2
"8",1,2,2,1,3,3,3
"9",1,2,3,2,2,3,2
"10",2,1,3,2,2,1,2
"11",3,1,3,1,1,2,3
"12",3,2,3,1,1,3,1
"13",3,2,2,2,3,1,3
"14",3,1,3,2,3,3,1
"15",2,1,2,3,1,1,3
"16",1,1,1,3,2,2,1
"17",1,2,1,2,1,3,1
"18",1,1,1,2,1,3,2
"19",2,3,3,1,1,3,2
"20",2,1,3,3,1,2,2
"21",2,2,2,2,1,2,3
"22",2,1,2,3,3,3,1
"23",2,1,3,1,2,2,3
"24",3,2,1,3,2,2,2
"25",1,3,1,1,1,3,2
"26",1,1,1,1,1,1,1
"27",1,1,1,1,3,3,3
"28",2,3,3,3,2,1,3
"29",3,1,1,3,2,2,3
"30",3,2,1,1,1,3,3
