"","V1","V2","V3","V4","V5"
"1",2,1,3,3,3
"2",3,1,2,2,3
"3",1,3,2,3,2
"4",1,3,1,2,2
"5",1,2,3,2,3
"6",1,1,3,3,1
"7",1,3,1,2,1
"8",2,1,2,2,2
"9",2,2,1,2,1
"10",1,2,3,3,3
"11",3,1,3,1,3
"12",2,2,2,1,1
"13",1,1,1,3,1
"14",1,2,1,1,3
"15",3,2,1,1,1
"16",2,2,1,1,2
"17",3,1,3,3,2
"18",3,3,1,2,3
"19",3,2,1,3,1
"20",1,2,2,2,3
"21",2,2,1,1,2
"22",2,3,2,2,1
"23",3,1,1,2,3
"24",2,2,1,3,3
"25",3,1,3,2,2
"26",2,2,3,2,2
"27",2,2,3,3,1
"28",2,1,3,1,1
"29",1,2,3,1,2
"30",3,2,3,2,2
"31",3,3,3,1,2
"32",2,3,1,1,1
"33",3,3,1,1,1
"34",1,2,1,2,2
"35",2,1,1,2,1
"36",1,1,3,2,3
"37",1,1,2,3,1
"38",1,1,3,2,2
"39",2,3,3,1,2
"40",3,2,2,2,2
"41",3,2,2,1,1
"42",3,2,2,2,1
"43",2,3,2,1,2
"44",1,2,3,3,2
"45",2,3,2,2,1
