"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,2,2,2,2,1,2,2,1,3,3,3,2,2,2,2
"2",2,1,1,3,3,2,2,3,2,3,2,1,3,1,3,2
"3",2,1,3,3,3,1,1,3,1,3,1,2,2,3,2,3
"4",1,3,2,3,1,1,1,2,3,2,1,1,3,1,3,3
"5",2,3,2,1,1,1,2,1,3,2,3,1,2,3,2,3
"6",2,3,1,2,1,3,3,1,3,3,3,1,2,2,1,3
"7",1,2,3,1,3,3,3,3,3,3,3,3,3,2,2,1
"8",2,1,2,3,3,1,2,2,2,1,3,1,1,2,1,1
"9",2,3,1,2,2,1,2,3,1,2,2,2,1,2,2,3
"10",1,2,2,2,3,1,1,2,2,1,1,3,2,3,1,1
"11",2,2,3,2,2,1,3,3,1,1,2,2,2,2,1,3
"12",1,1,2,2,2,2,2,2,1,1,2,2,3,2,1,2
"13",2,3,1,3,1,3,1,1,3,1,2,2,1,1,3,2
"14",1,3,3,3,3,1,3,1,1,3,1,2,3,1,1,2
"15",2,2,2,2,2,1,2,3,2,2,2,1,2,3,3,1
"16",3,2,3,2,2,1,3,3,2,1,1,1,3,1,1,2
"17",1,1,3,2,3,3,3,1,3,1,1,1,3,3,3,2
"18",1,3,3,2,3,2,2,2,3,2,3,1,1,1,1,1
"19",3,1,1,3,1,1,2,2,1,2,1,1,1,2,1,3
"20",3,3,3,3,2,1,1,3,2,3,2,1,1,2,3,2
"21",3,3,3,1,3,1,3,2,2,3,1,1,2,3,2,2
"22",2,2,3,1,2,2,1,2,1,1,1,1,2,3,3,3
"23",3,3,3,1,1,1,2,2,3,2,3,1,1,3,3,1
"24",1,1,1,2,3,1,1,1,1,3,2,3,2,2,3,1
"25",2,2,3,1,3,3,1,3,1,3,2,1,1,3,2,2
"26",1,2,3,3,2,1,3,3,2,2,3,2,1,2,1,1
"27",3,2,3,3,3,3,2,3,3,2,1,1,2,1,1,2
"28",2,2,2,1,1,1,1,2,2,1,2,3,3,1,1,1
"29",3,1,2,2,1,2,2,2,3,3,1,3,2,3,3,2
"30",2,1,1,3,2,1,1,2,3,3,1,2,1,3,1,1
