"","V1","V2","V3"
"1",12,8,9
"2",4,1,8
"3",9,5,12
"4",5,9,1
"5",10,10,7
"6",1,4,5
"7",7,6,6
"8",2,11,11
"9",6,3,10
"10",11,2,2
"11",3,7,3
"12",8,12,4
