"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,4,2,4,4,2,1,1,2
"2",1,1,3,2,1,4,2,3,1
"3",4,4,2,2,2,4,4,3,2
"4",4,3,4,4,3,2,2,2,4
"5",3,1,1,1,2,2,3,4,1
"6",4,1,2,3,4,4,3,2,3
"7",3,4,2,2,1,3,2,1,4
"8",3,2,4,4,2,4,3,1,1
"9",4,2,3,3,1,1,2,4,4
"10",3,2,3,2,4,1,4,2,1
"11",4,2,4,1,4,3,2,3,2
"12",1,1,2,4,3,2,4,4,2
"13",2,2,4,3,2,2,4,3,4
"14",2,4,1,1,2,3,2,4,3
"15",1,3,3,4,2,1,3,4,3
"16",1,4,3,3,3,4,1,2,4
"17",2,4,3,4,4,3,3,3,1
"18",2,1,4,3,3,1,2,1,2
"19",2,1,2,4,1,3,4,2,4
"20",2,3,2,1,4,1,1,3,4
"21",1,2,1,2,4,2,3,1,4
"22",3,3,4,3,1,4,1,4,2
"23",3,2,1,4,4,4,2,4,3
"24",1,3,4,2,4,3,4,4,3
"25",2,1,4,2,2,3,1,1,3
"26",4,4,3,2,3,2,1,4,1
"27",1,3,2,3,2,1,2,1,1
"28",2,3,1,1,3,4,4,1,2
"29",4,3,1,3,1,3,3,2,1
"30",3,1,3,1,3,4,3,3,4
"31",4,3,3,1,1,2,4,1,3
"32",4,1,1,2,2,1,1,2,3
"33",1,4,4,1,1,1,3,2,2
"34",1,2,2,1,3,3,1,2,1
"35",3,4,1,3,3,1,4,3,3
"36",2,2,1,4,1,2,1,3,2
