"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",4,2,1,3,1,3,4,4,2,1,3
"2",2,1,3,4,1,4,1,2,2,4,3
"3",2,2,4,4,3,4,4,3,3,1,2
"4",1,4,3,2,1,2,4,1,2,2,1
"5",3,3,3,2,4,4,3,3,3,1,4
"6",2,4,1,4,2,3,3,2,4,1,4
"7",3,1,4,3,2,1,3,3,2,4,1
"8",4,2,3,4,2,1,3,1,1,2,4
"9",3,4,3,4,1,2,3,4,1,3,2
"10",4,2,4,2,3,3,1,4,1,3,4
"11",2,3,3,3,4,2,1,4,1,1,1
"12",1,1,4,3,3,2,2,1,3,1,4
"13",2,3,2,1,1,1,2,2,1,1,2
"14",4,4,1,4,3,1,1,3,2,2,2
"15",3,1,2,4,4,2,2,4,4,3,3
"16",4,3,2,1,2,4,3,4,3,4,1
"17",1,3,4,1,2,3,4,2,1,3,3
"18",1,3,2,4,4,3,3,1,4,2,1
"19",2,4,1,3,4,4,2,2,2,3,4
"20",3,2,1,2,3,1,4,2,4,3,1
"21",1,4,3,1,3,3,1,3,4,4,2
"22",1,3,2,2,3,1,4,4,2,4,4
"23",3,1,2,3,3,4,4,1,1,3,2
"24",1,2,2,3,1,1,1,3,3,3,4
"25",4,4,2,1,3,3,2,1,2,1,3
"26",2,1,1,1,4,2,3,3,1,2,3
"27",4,3,4,3,1,4,2,1,4,3,2
"28",3,2,4,1,4,4,1,2,2,2,1
"29",1,2,1,4,2,3,2,3,1,4,1
"30",2,2,3,1,4,1,3,1,3,4,2
"31",2,4,4,2,2,1,2,4,4,2,3
"32",1,1,1,2,2,4,2,4,3,2,2
"33",4,1,2,2,2,2,1,2,4,1,1
"34",4,4,4,3,4,2,4,2,3,4,3
"35",3,1,3,1,1,3,4,3,4,2,4
"36",3,3,1,2,1,2,1,1,3,4,3
