"","V1","V2","V3","V4","V5"
"1",3,1,2,4,3
"2",1,3,3,4,2
"3",1,2,2,1,2
"4",3,4,2,3,3
"5",2,1,2,1,3
"6",2,1,1,3,4
"7",2,4,2,4,1
"8",1,3,2,3,4
"9",4,2,3,4,1
"10",4,3,4,2,3
"11",1,1,2,3,1
"12",2,1,4,4,2
"13",3,1,4,1,1
"14",1,4,4,2,1
"15",4,1,1,2,2
"16",1,1,3,2,4
"17",1,2,1,4,2
"18",2,3,3,2,3
"19",3,4,1,3,2
"20",2,3,4,1,4
"21",3,2,1,1,4
"22",4,4,2,2,4
"23",2,4,3,4,4
"24",4,4,4,3,2
"25",4,1,3,3,4
"26",4,2,3,1,3
"27",4,3,2,1,1
"28",3,4,3,1,2
"29",3,2,4,4,4
"30",3,2,1,2,1
"31",2,2,4,2,2
"32",3,3,3,3,1
"33",1,2,4,3,3
"34",1,4,1,1,3
"35",2,3,1,2,1
"36",4,3,1,4,3
