"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",15,9,20,11,11,19,19,16,10,17,2,14,15,12,17,19,2,13
"2",3,6,9,2,5,13,16,9,4,16,5,5,2,15,10,13,16,18
"3",2,15,8,16,13,1,7,19,7,11,12,12,1,17,19,8,1,12
"4",20,14,1,1,20,9,1,15,11,14,1,11,7,9,7,12,11,1
"5",4,18,16,4,15,10,20,5,16,13,11,20,14,20,8,4,10,7
"6",14,7,19,6,2,4,12,17,6,2,10,18,5,4,11,6,14,6
"7",9,10,4,5,12,16,6,2,5,19,17,13,16,3,18,7,17,8
"8",8,1,14,7,1,7,5,14,20,20,20,9,11,13,1,10,4,11
"9",7,11,3,15,3,17,10,1,19,4,6,15,6,14,12,14,5,3
"10",17,3,7,20,7,14,4,11,9,9,7,19,17,18,6,1,13,14
"11",11,2,10,18,17,15,17,18,15,12,14,1,8,11,14,5,19,2
"12",10,13,13,19,9,3,13,6,3,15,4,2,18,5,3,9,6,4
"13",1,17,11,9,8,20,9,20,12,1,9,8,20,7,4,16,20,10
"14",6,8,5,13,19,11,18,13,2,7,18,17,9,2,2,15,8,15
"15",12,19,17,12,6,12,2,10,1,8,19,3,10,19,15,20,12,5
"16",5,4,18,14,18,6,3,4,14,6,3,10,13,6,16,11,15,17
"17",16,12,15,8,16,18,8,3,8,5,13,4,4,10,5,3,3,19
"18",18,5,6,3,14,2,14,8,13,3,15,7,19,16,13,17,7,9
"19",13,20,2,10,4,8,15,12,18,10,8,6,12,1,20,2,9,20
"20",19,16,12,17,10,5,11,7,17,18,16,16,3,8,9,18,18,16
