"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",5,15,19,4,12,7,3,12,3,18,4,9,15,6
"2",12,14,16,19,6,18,19,3,6,14,6,15,6,9
"3",1,7,11,7,9,12,15,8,15,19,17,18,1,4
"4",16,10,20,11,8,8,6,2,18,3,12,5,5,2
"5",15,12,1,1,13,19,10,7,8,20,13,1,9,15
"6",10,5,10,20,11,4,4,19,5,12,20,3,3,11
"7",19,4,6,14,2,11,14,14,10,16,5,4,16,3
"8",20,20,14,8,7,10,12,20,1,7,14,20,10,13
"9",3,19,12,17,16,9,13,5,19,11,2,2,12,14
"10",8,2,5,12,17,13,7,1,2,13,11,19,19,12
"11",7,1,15,3,19,15,20,17,12,8,10,6,7,7
"12",14,11,17,13,15,3,18,15,16,17,15,13,18,17
"13",2,6,18,15,3,17,9,11,7,4,16,8,14,18
"14",13,3,13,2,1,2,2,6,13,10,7,16,11,16
"15",11,9,9,6,10,20,8,18,20,1,1,14,20,10
"16",18,16,8,18,20,16,1,10,14,9,18,12,13,5
"17",17,8,7,9,18,6,16,9,4,5,3,10,2,19
"18",9,17,4,5,5,5,17,4,11,6,19,7,17,8
"19",6,18,3,10,4,14,5,16,17,15,9,11,4,20
"20",4,13,2,16,14,1,11,13,9,2,8,17,8,1
