"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",12,18,19,14,19,16,4,10,2,7,5,10,9,19,11,20,5
"2",4,4,7,8,15,9,3,3,15,5,8,4,17,18,16,6,12
"3",2,9,11,2,1,2,12,6,1,11,15,14,1,17,13,16,10
"4",20,11,14,13,3,7,6,4,14,16,4,12,16,15,3,14,19
"5",8,1,2,10,20,6,9,20,10,15,11,20,8,14,1,11,2
"6",14,5,18,3,18,17,8,7,13,18,16,9,3,9,8,3,15
"7",18,8,6,11,2,18,16,16,7,6,7,2,5,16,5,5,11
"8",3,10,9,4,12,20,11,14,19,3,2,17,10,6,4,17,16
"9",7,6,5,16,7,13,5,15,4,17,17,3,14,7,12,18,17
"10",19,12,10,1,11,10,1,17,5,12,9,15,18,1,14,2,4
"11",13,3,16,7,6,8,18,13,16,13,6,6,7,5,17,19,3
"12",11,20,1,5,8,14,20,11,20,19,14,11,20,20,10,10,8
"13",10,2,20,15,9,4,19,9,3,1,10,16,19,8,7,7,14
"14",9,16,4,12,17,11,17,2,6,14,3,13,4,4,18,9,18
"15",6,17,17,17,4,12,7,18,18,10,12,18,6,13,19,4,13
"16",17,7,8,19,13,19,15,5,12,9,19,19,15,11,20,15,6
"17",15,14,3,18,10,3,2,8,17,4,13,8,2,2,6,13,9
"18",5,15,15,9,5,15,10,1,8,8,20,7,13,3,2,8,1
"19",1,13,12,20,14,1,14,12,11,20,1,1,11,10,9,1,7
"20",16,19,13,6,16,5,13,19,9,2,18,5,12,12,15,12,20
