"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,16,7,14,1,1,9,12,4,10,2,9
"2",5,2,12,19,12,11,4,20,3,9,15,16
"3",11,20,4,20,9,14,14,9,7,19,16,4
"4",9,4,20,11,2,8,19,13,17,6,17,8
"5",16,3,3,2,11,5,5,7,6,7,10,3
"6",12,1,14,1,10,15,12,8,20,11,1,17
"7",15,15,16,9,18,2,13,10,8,4,18,19
"8",19,18,8,4,7,6,17,19,15,12,13,14
"9",8,17,19,3,17,19,6,14,5,16,9,12
"10",14,10,1,10,4,9,1,15,11,18,5,20
"11",10,19,10,18,16,7,3,3,18,3,6,11
"12",1,9,11,8,14,3,11,16,19,20,12,1
"13",2,13,2,13,13,20,18,6,14,8,11,18
"14",13,8,9,7,3,18,10,2,1,1,14,13
"15",4,14,15,5,5,12,2,4,12,13,20,6
"16",18,5,6,15,20,16,7,11,16,15,19,10
"17",6,7,5,6,19,13,16,18,10,2,4,7
"18",17,12,17,17,6,17,8,17,13,5,7,2
"19",7,6,18,16,8,4,15,1,9,17,8,15
"20",20,11,13,12,15,10,20,5,2,14,3,5
