"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",19,17,8,2,5,10,19,14,10,18,10,16,4,2,13
"2",8,6,11,6,9,15,3,1,14,9,1,17,3,6,4
"3",1,10,19,1,19,1,9,10,18,5,9,9,11,1,12
"4",6,7,6,8,14,4,14,3,6,19,16,20,19,10,9
"5",7,19,12,9,13,7,11,20,8,2,20,7,2,14,3
"6",2,2,9,19,6,9,15,12,19,17,4,8,12,15,5
"7",12,8,5,17,20,18,8,16,9,20,8,1,1,9,10
"8",16,14,1,14,11,3,4,17,17,13,14,11,15,5,2
"9",15,16,13,7,16,8,5,4,12,16,3,4,16,17,16
"10",3,18,15,18,7,17,6,5,5,15,17,10,10,4,15
"11",4,12,4,3,4,13,2,13,1,7,12,3,14,16,8
"12",14,3,2,11,10,6,13,6,2,3,5,6,8,3,17
"13",9,9,16,12,2,2,7,18,7,12,6,19,7,18,19
"14",20,1,10,20,15,11,1,11,11,4,19,18,13,13,14
"15",11,5,14,5,8,16,16,19,15,11,18,5,18,8,20
"16",17,11,18,16,3,5,17,2,13,8,15,2,6,11,7
"17",10,15,17,15,17,12,18,15,3,6,2,15,17,7,6
"18",18,4,20,4,12,19,12,9,4,14,11,12,9,20,1
"19",5,13,3,13,18,14,20,7,16,10,13,13,5,19,18
"20",13,20,7,10,1,20,10,8,20,1,7,14,20,12,11
