"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",10,20,1,9,11,7,10,1
"2",1,5,12,1,10,9,16,14
"3",2,10,9,16,13,19,4,3
"4",19,14,5,19,16,14,8,13
"5",16,2,18,12,15,11,15,2
"6",3,15,14,13,20,2,11,7
"7",4,19,17,11,4,15,7,15
"8",17,18,10,4,17,5,17,9
"9",8,8,20,5,18,13,2,11
"10",14,11,3,2,3,8,3,6
"11",12,6,15,20,9,3,6,5
"12",11,7,2,14,19,17,18,16
"13",6,3,6,7,14,4,5,18
"14",13,13,16,3,12,20,12,19
"15",9,12,19,17,2,6,19,12
"16",5,1,4,18,5,12,13,10
"17",18,4,13,8,1,18,9,8
"18",7,16,7,6,7,16,20,4
"19",20,9,8,10,6,1,14,17
"20",15,17,11,15,8,10,1,20
