"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",16,5,7,3,6,7,13,5,2,7
"2",11,11,4,18,4,14,18,17,6,2
"3",20,8,10,13,15,2,3,16,4,12
"4",7,16,5,2,9,6,7,19,9,18
"5",6,7,11,1,14,15,19,4,19,11
"6",13,13,2,7,3,12,2,2,15,13
"7",8,4,14,17,17,9,8,1,8,4
"8",18,9,15,10,5,5,20,11,16,20
"9",14,17,20,15,10,10,17,3,5,16
"10",10,19,8,16,20,8,14,15,20,14
"11",19,18,9,12,8,20,9,7,17,3
"12",2,10,3,11,18,18,12,8,3,19
"13",5,20,13,8,12,13,1,12,1,6
"14",3,6,19,14,7,11,4,18,18,9
"15",12,12,18,4,19,4,6,9,13,1
"16",9,3,17,5,2,19,10,14,7,15
"17",15,1,6,19,13,16,5,10,12,17
"18",1,15,12,20,1,1,11,6,11,10
"19",17,14,16,6,16,17,15,20,10,8
"20",4,2,1,9,11,3,16,13,14,5
