"","V1","V2"
"1",6,1
"2",19,5
"3",2,4
"4",5,15
"5",12,16
"6",15,11
"7",17,19
"8",1,12
"9",10,13
"10",3,18
"11",16,2
"12",8,20
"13",14,17
"14",4,8
"15",20,14
"16",13,7
"17",7,10
"18",11,3
"19",9,6
"20",18,9
