"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",16,17,15,18,7,17,15,9,2,18,18,13,17,9,16,11
"2",4,20,7,9,20,7,1,10,1,1,1,11,9,11,15,12
"3",19,16,1,11,12,5,7,17,8,12,15,17,13,2,6,2
"4",20,2,18,13,8,14,5,15,7,2,7,2,12,10,10,20
"5",3,6,12,3,14,19,4,13,10,16,19,6,15,17,11,3
"6",18,13,5,17,15,12,8,5,12,14,6,4,3,18,19,6
"7",5,15,16,12,17,18,6,4,19,11,12,16,4,4,9,18
"8",9,8,2,6,5,15,11,19,5,10,14,15,5,19,18,19
"9",10,12,14,1,9,2,9,16,18,13,3,7,19,5,20,14
"10",15,10,10,19,2,4,3,11,20,8,20,9,8,16,1,13
"11",17,7,13,5,18,9,18,8,9,17,2,18,10,15,3,17
"12",1,14,11,15,6,13,20,14,17,5,5,19,11,14,13,1
"13",8,9,20,14,13,1,10,1,4,6,10,14,20,20,7,7
"14",7,5,4,20,19,16,14,20,13,9,8,10,18,6,2,10
"15",14,4,17,7,16,6,16,12,14,4,17,12,2,7,17,5
"16",11,1,6,8,1,10,2,2,15,20,9,20,14,8,14,9
"17",6,19,19,10,4,8,13,18,11,19,11,1,1,12,4,8
"18",12,18,3,4,11,11,17,3,16,3,16,3,16,13,8,16
"19",2,3,8,16,10,3,19,7,6,15,13,5,7,1,12,15
"20",13,11,9,2,3,20,12,6,3,7,4,8,6,3,5,4
