"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",2,2,3,1,2,1,2,1,1,1,2,3,3,3,1,3,3,3,2
"2",1,3,3,3,2,2,2,1,3,2,3,3,2,3,2,1,1,2,1
"3",1,3,2,2,3,2,1,1,1,3,1,2,3,1,2,2,1,3,3
"4",1,1,3,3,1,3,2,2,2,3,3,1,3,3,3,2,2,3,2
"5",1,1,1,2,3,1,2,3,3,1,3,2,3,2,2,2,3,1,3
"6",2,3,1,2,1,1,3,2,2,1,2,1,3,1,1,1,1,2,1
"7",2,3,3,3,1,3,1,3,1,3,2,2,2,2,1,2,3,1,1
"8",3,1,2,3,3,2,3,2,2,2,1,3,3,2,1,3,2,1,1
"9",3,1,1,2,2,3,2,1,1,2,2,2,1,1,3,1,3,3,1
"10",3,2,2,1,1,2,1,3,2,1,3,2,1,2,2,3,1,3,1
"11",1,3,2,1,3,1,3,1,1,2,3,1,1,2,3,2,2,1,2
"12",3,1,2,1,1,1,1,1,3,3,2,1,2,2,1,1,2,2,3
"13",3,3,1,3,2,2,2,3,1,1,1,1,2,3,3,3,2,2,3
"14",3,2,3,2,3,1,3,3,2,3,1,2,1,3,2,1,3,2,2
"15",2,1,3,2,2,3,1,2,3,1,1,1,1,1,2,3,1,1,2
"16",2,2,1,1,3,3,1,2,2,2,2,3,2,3,3,1,1,1,3
"17",1,2,1,1,2,3,3,3,3,2,1,3,2,1,1,2,2,3,2
"18",2,2,2,3,1,2,3,2,3,3,3,3,1,1,3,3,3,2,3
