"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,1,1,1,2,3,3,2,3,2,2
"2",1,1,3,2,2,1,3,1,3,2,1
"3",3,2,2,2,2,1,1,1,1,2,3
"4",2,3,1,1,3,1,1,1,2,1,2
"5",1,3,2,2,3,3,1,2,3,1,1
"6",2,3,3,2,3,2,3,3,2,2,1
"7",3,1,1,2,1,1,2,1,1,2,2
"8",3,3,3,3,2,3,2,1,1,2,1
"9",1,1,2,1,3,1,1,3,2,2,3
"10",3,2,3,1,3,2,2,1,3,1,2
"11",3,3,2,3,1,2,3,1,3,3,2
"12",1,1,2,1,2,3,3,3,2,1,2
"13",1,2,3,3,1,3,2,3,3,2,3
"14",2,2,3,1,1,3,3,2,2,1,3
"15",3,3,1,2,2,2,2,3,3,1,3
"16",3,2,3,1,3,1,2,2,2,3,1
"17",2,2,2,3,2,3,2,2,2,2,1
"18",2,1,2,3,1,1,2,2,3,1,2
"19",1,2,1,3,2,1,1,2,1,3,1
"20",2,1,3,2,3,3,1,1,1,3,2
"21",3,3,2,1,3,3,2,3,1,3,2
"22",2,3,3,3,2,1,1,3,3,3,2
"23",2,1,2,2,1,3,3,3,1,3,1
"24",2,3,1,1,1,1,2,3,3,2,1
"25",1,2,2,3,1,2,1,1,2,1,1
"26",3,3,1,2,1,3,1,2,2,3,3
"27",1,1,3,2,3,2,2,2,1,1,3
"28",1,3,1,3,3,3,3,1,2,2,3
"29",2,2,1,1,2,2,3,1,1,1,1
"30",1,1,1,3,3,2,2,3,2,3,2
"31",2,3,3,2,1,1,2,1,2,1,3
"32",3,2,2,3,3,1,3,3,1,1,2
"33",1,3,3,1,1,2,1,2,1,2,2
"34",1,3,2,1,2,1,3,2,1,3,3
"35",3,1,3,2,1,2,1,3,2,1,1
"36",1,2,1,2,1,2,3,3,1,2,2
"37",2,2,1,2,3,1,3,2,3,3,3
"38",1,2,2,1,2,3,2,1,3,3,1
"39",2,2,1,3,2,3,1,3,1,1,3
"40",2,1,2,1,1,2,1,1,3,3,3
"41",3,1,3,3,2,2,3,2,2,3,3
"42",3,1,1,3,3,2,1,2,3,2,1
