"","V1","V2","V3","V4","V5","V6","V7"
"1",1,3,1,3,1,3,2
"2",2,3,3,1,3,3,3
"3",2,2,3,1,3,1,1
"4",1,2,1,3,3,2,1
"5",3,3,1,3,2,1,1
"6",3,3,3,2,1,2,1
"7",1,2,2,1,2,3,1
"8",2,1,1,3,3,1,3
"9",2,3,2,2,3,3,1
"10",3,3,2,3,2,3,3
"11",2,2,2,3,1,2,2
"12",3,3,1,1,3,1,2
"13",3,2,1,2,3,3,3
"14",2,1,2,1,2,2,2
"15",1,1,2,3,2,3,3
"16",1,2,3,3,2,1,2
"17",3,2,2,3,3,1,2
"18",2,1,3,3,1,3,1
"19",1,1,3,1,1,2,2
"20",1,3,3,3,3,2,1
"21",2,2,2,2,1,1,2
"22",3,2,1,1,1,3,1
"23",2,3,1,1,1,2,3
"24",3,1,2,1,1,1,3
"25",1,1,3,2,3,2,3
"26",3,3,3,1,2,3,2
"27",1,3,2,1,1,1,1
"28",3,1,3,2,2,1,1
"29",1,1,1,1,3,3,2
"30",3,2,3,2,2,2,3
"31",1,1,1,2,1,1,1
"32",2,3,1,2,2,2,2
"33",2,1,1,2,2,3,1
"34",2,2,2,2,2,2,2
"35",1,3,2,2,3,1,3
"36",3,1,1,3,1,2,3
"37",3,1,2,1,3,2,1
"38",2,3,3,3,1,1,3
"39",1,2,3,2,1,3,3
"40",1,2,1,1,2,1,3
"41",3,1,3,3,3,3,2
"42",2,2,2,2,2,2,2
