"","V1","V2","V3","V4","V5","V6"
"1",2,2,2,2,2,2
"2",1,3,2,1,2,3
"3",1,1,2,1,1,2
"4",2,1,2,3,1,1
"5",3,2,2,3,1,3
"6",1,2,1,1,3,3
"7",3,3,3,1,1,1
"8",3,1,3,3,1,2
"9",1,1,3,3,2,3
"10",3,3,1,3,2,3
"11",3,1,3,2,3,2
"12",3,1,1,1,2,3
"13",2,2,3,2,2,2
"14",2,1,3,1,1,3
"15",2,1,1,3,2,2
"16",1,1,3,2,3,1
"17",1,3,2,3,3,1
"18",2,2,2,3,3,2
"19",2,3,1,1,1,2
"20",1,1,1,3,3,3
"21",2,2,1,2,1,3
"22",1,3,3,1,3,2
"23",1,1,1,2,2,1
"24",2,3,1,1,3,1
"25",1,3,3,2,1,3
"26",2,2,2,2,2,2
"27",1,2,2,2,2,2
"28",2,2,3,1,2,1
"29",3,2,1,3,3,1
"30",3,3,1,2,3,2
"31",3,3,2,2,1,3
"32",3,1,1,2,1,1
"33",1,2,1,1,1,1
"34",1,3,1,3,1,2
"35",3,2,3,1,3,3
"36",3,2,2,1,2,2
"37",3,1,2,1,3,1
"38",2,3,2,2,2,1
"39",2,3,3,3,3,3
"40",2,1,2,2,3,3
"41",1,2,3,3,1,1
"42",3,3,3,3,2,1
