"","V1","V2","V3","V4","V5"
"1",3,2,1,3,2
"2",3,1,1,1,2
"3",2,3,1,1,3
"4",1,1,1,3,3
"5",2,1,3,1,3
"6",2,2,2,2,2
"7",2,2,3,3,1
"8",2,1,1,2,3
"9",1,2,3,2,3
"10",3,2,2,2,2
"11",2,3,2,3,3
"12",2,2,1,2,1
"13",3,2,1,1,3
"14",1,3,2,2,1
"15",1,2,2,2,3
"16",1,3,1,3,2
"17",3,1,2,1,3
"18",1,3,1,1,2
"19",2,3,2,1,1
"20",3,3,3,2,2
"21",3,3,1,3,1
"22",3,1,2,3,1
"23",2,2,2,3,2
"24",1,1,1,2,1
"25",1,1,3,1,1
"26",2,1,1,3,1
"27",3,3,1,2,3
"28",1,2,1,1,1
"29",3,2,3,1,1
"30",2,3,3,2,2
"31",3,3,3,3,3
"32",1,3,3,1,3
"33",2,2,3,1,2
"34",2,1,2,2,2
"35",3,3,2,1,1
"36",1,2,2,3,3
"37",1,1,3,3,2
"38",1,3,3,3,1
"39",2,2,2,2,2
"40",3,1,3,2,1
"41",3,1,3,3,3
"42",1,1,2,1,2
