"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,3,2,1,2,3,2,2,3,3
"2",1,1,3,3,2,3,1,2,2,3
"3",2,2,3,3,3,3,2,1,2,1
"4",3,3,3,3,2,2,2,1,3,3
"5",3,3,2,2,3,3,3,3,1,3
"6",1,3,1,3,3,2,2,2,2,3
"7",3,1,2,3,1,1,2,3,1,2
"8",3,2,2,3,3,1,2,2,3,1
"9",1,1,1,2,1,2,2,3,3,3
"10",1,3,1,2,2,3,2,1,1,1
"11",1,2,2,1,3,3,1,3,1,1
"12",2,1,1,2,3,3,1,1,3,2
"13",2,1,2,3,3,1,3,1,1,3
"14",1,2,1,3,2,1,3,1,3,2
"15",2,3,1,2,1,1,1,3,2,1
"16",3,1,2,1,2,2,1,3,3,2
"17",3,2,3,1,1,2,2,3,2,1
"18",2,2,3,3,3,3,2,3,3,2
"19",2,2,1,1,1,3,3,2,1,3
"20",3,2,1,2,1,2,3,1,1,2
"21",2,3,3,1,3,1,2,2,1,2
"22",1,2,3,2,1,1,1,2,1,3
"23",1,2,2,2,2,2,3,3,2,2
"24",1,3,2,2,3,1,1,3,3,2
"25",2,3,3,1,2,3,1,1,1,2
"26",3,1,1,3,2,3,3,3,2,1
"27",3,1,2,1,1,3,2,1,2,3
"28",2,2,1,3,2,2,1,3,1,3
"29",3,1,3,2,3,2,1,2,1,1
"30",2,1,3,1,2,1,3,3,3,3
"31",3,3,1,3,1,3,1,2,3,2
"32",1,1,2,3,1,2,1,1,2,1
"33",3,3,3,2,2,1,3,1,2,1
"34",1,3,3,3,1,2,3,3,1,2
"35",1,1,1,1,2,1,2,2,1,1
"36",3,2,1,1,3,1,1,1,2,3
"37",2,1,3,2,1,3,3,2,3,1
"38",1,1,3,1,3,2,3,1,2,2
"39",2,3,2,2,1,1,3,2,2,3
"40",2,2,2,1,1,1,1,1,3,1
"41",2,3,1,1,3,2,3,2,3,1
"42",3,2,2,2,2,2,2,2,2,2
