"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,2,3,1,1,2,1,4,1,2,1,3,1,3
"2",4,3,4,3,2,2,4,3,4,4,3,1,4,3
"3",2,2,1,1,2,1,2,3,3,2,4,1,4,1
"4",3,4,3,2,1,4,2,1,2,1,2,2,4,4
"5",1,4,2,3,1,2,4,4,3,1,3,3,3,1
"6",3,1,2,2,3,2,4,1,4,2,1,3,4,1
"7",3,2,3,3,3,4,1,3,4,1,3,4,1,1
"8",3,4,2,4,2,1,3,4,4,3,2,4,1,3
"9",2,3,1,4,3,2,1,2,4,1,2,1,3,4
"10",1,2,1,1,3,4,4,4,3,4,2,2,2,3
"11",2,4,2,2,3,4,3,2,1,1,4,4,1,3
"12",4,1,2,1,1,3,3,2,4,1,3,2,2,4
"13",2,4,3,1,4,3,1,1,3,3,2,3,3,1
"14",2,1,3,4,1,4,4,3,3,2,1,1,3,3
"15",1,3,4,2,4,3,3,4,4,1,1,2,3,2
"16",2,3,3,2,2,1,4,1,1,4,3,2,1,1
"17",4,1,1,3,3,1,1,1,2,1,3,3,3,3
"18",2,2,2,4,1,3,4,1,2,4,4,4,3,4
"19",3,3,2,3,4,4,1,1,3,4,1,1,2,3
"20",3,1,4,1,3,4,3,2,1,4,4,2,3,2
"21",4,3,1,1,2,4,3,3,2,3,1,4,3,1
"22",3,4,1,2,1,3,1,3,4,4,4,3,2,2
"23",1,1,1,4,2,4,2,1,3,3,3,3,1,2
"24",4,3,1,2,4,2,4,3,2,2,4,1,1,2
"25",4,1,3,4,4,2,2,4,3,3,4,2,2,1
"26",4,4,2,4,4,3,2,2,1,2,3,2,4,1
"27",3,2,1,3,4,3,3,4,1,2,2,4,4,4
"28",3,2,4,4,2,2,3,1,1,1,2,1,2,2
"29",1,3,3,4,3,2,2,3,1,4,1,4,4,2
"30",1,3,4,1,2,2,2,1,4,2,4,4,2,3
"31",2,3,4,4,2,4,1,4,2,2,4,3,2,4
"32",2,1,2,2,4,1,2,3,2,4,1,2,1,4
"33",1,2,4,3,1,3,2,2,2,4,2,1,1,1
"34",4,4,4,3,3,3,4,2,3,3,1,3,1,4
"35",1,4,1,3,1,1,3,2,1,2,1,2,2,2
"36",4,2,4,2,1,1,1,2,3,3,2,4,4,2
"37",2,1,3,1,4,1,4,3,2,1,2,4,2,2
"38",3,4,4,1,3,1,2,4,2,3,3,1,3,4
"39",1,1,2,2,2,3,1,4,1,3,3,1,4,3
"40",1,2,3,3,4,1,3,2,4,3,4,3,4,4
