"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,1,4,1,3,1,3,4,2,4
"2",2,1,1,4,4,4,2,3,2,1
"3",3,3,4,2,4,2,4,2,1,1
"4",1,4,1,4,2,2,3,2,2,3
"5",3,3,2,3,4,4,1,4,1,3
"6",3,4,1,1,3,2,2,3,1,2
"7",4,4,3,1,2,3,4,1,4,3
"8",1,2,3,4,1,3,1,3,1,4
"9",1,2,4,2,2,2,2,1,3,4
"10",4,1,1,2,2,3,3,4,1,3
"11",3,2,4,4,2,4,3,1,1,2
"12",3,2,4,4,3,1,2,2,4,3
"13",2,3,1,3,2,1,1,4,3,4
"14",3,4,2,4,2,3,4,4,3,1
"15",2,2,1,3,1,2,3,1,4,1
"16",2,4,4,2,1,4,4,3,2,3
"17",4,4,2,3,1,1,3,2,1,4
"18",4,4,1,3,3,3,1,1,3,1
"19",2,4,3,4,3,1,1,1,2,2
"20",2,3,4,2,1,4,1,2,4,1
"21",3,4,3,2,4,2,2,4,4,4
"22",4,3,2,4,3,4,3,3,4,4
"23",4,1,3,1,3,4,3,2,3,1
"24",2,2,2,1,1,3,4,4,2,2
"25",1,1,2,2,2,1,2,2,1,1
"26",4,3,3,1,2,1,1,3,2,1
"27",1,1,3,3,2,4,2,4,4,2
"28",3,1,3,3,1,1,4,3,4,3
"29",4,1,4,3,4,3,1,2,2,4
"30",2,3,3,1,4,3,2,1,1,3
"31",1,3,1,2,3,4,4,1,2,4
"32",1,2,3,3,3,2,4,4,1,1
"33",1,4,4,3,4,3,3,3,3,2
"34",3,1,2,2,1,2,1,1,2,2
"35",2,1,2,4,4,2,4,1,3,3
"36",1,3,2,1,4,1,3,2,4,2
"37",4,3,4,4,1,2,2,4,3,2
"38",1,2,2,1,3,3,1,3,4,3
"39",3,2,1,1,1,4,2,2,3,4
"40",4,2,1,2,4,1,4,3,3,2
