"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,3,3,4,2,4,4,3
"2",3,3,1,3,3,4,1,1
"3",2,3,4,4,2,1,3,1
"4",4,2,4,4,1,4,2,2
"5",1,2,4,1,3,1,2,2
"6",4,4,2,3,1,3,3,2
"7",2,2,2,2,1,2,1,1
"8",3,1,1,4,4,2,2,2
"9",2,4,4,3,4,2,2,3
"10",3,1,2,3,1,1,3,4
"11",4,3,1,1,1,2,2,1
"12",1,2,1,1,2,4,3,2
"13",2,1,1,2,3,4,2,4
"14",4,3,4,2,3,2,4,2
"15",4,1,2,1,4,3,1,3
"16",4,4,3,4,3,2,1,4
"17",3,4,1,2,2,1,4,2
"18",1,3,3,2,4,3,1,2
"19",2,3,1,4,1,3,3,4
"20",3,2,4,2,4,3,3,4
"21",2,2,2,4,4,4,4,2
"22",4,4,2,2,2,4,2,4
"23",4,2,3,3,4,1,3,1
"24",1,1,2,2,2,2,4,1
"25",2,3,4,1,2,4,1,4
"26",1,1,3,3,1,4,2,3
"27",4,1,3,2,2,1,2,3
"28",1,4,2,4,3,3,2,1
"29",1,1,4,4,3,2,3,4
"30",3,4,3,1,4,4,3,1
"31",2,4,3,3,1,1,1,2
"32",1,3,2,3,4,1,4,4
"33",1,4,4,2,1,3,4,3
"34",2,1,3,1,3,3,4,1
"35",2,4,1,1,4,2,3,3
"36",3,1,4,3,2,3,1,1
"37",3,2,3,1,1,2,4,4
"38",1,2,1,4,2,1,1,3
"39",4,2,1,3,3,3,4,3
"40",3,3,2,1,3,1,1,3
