"","V1","V2","V3","V4"
"1",4,1,3,3
"2",4,2,1,3
"3",2,2,2,1
"4",1,1,1,3
"5",2,1,2,4
"6",3,2,1,1
"7",3,4,1,1
"8",1,4,4,1
"9",1,1,3,1
"10",2,4,2,2
"11",2,2,3,4
"12",2,4,3,3
"13",4,3,3,1
"14",1,4,2,4
"15",3,4,4,2
"16",4,2,4,2
"17",3,2,4,1
"18",3,1,2,3
"19",3,1,4,4
"20",4,4,4,3
"21",4,4,2,2
"22",3,4,3,4
"23",4,2,2,4
"24",1,2,3,2
"25",2,4,1,3
"26",1,2,4,3
"27",4,3,3,4
"28",4,1,2,1
"29",3,3,1,4
"30",1,3,4,4
"31",2,3,3,1
"32",2,1,4,2
"33",4,3,1,2
"34",3,3,2,3
"35",1,3,1,1
"36",1,3,2,2
"37",3,1,3,2
"38",2,1,1,2
"39",1,2,1,4
"40",2,3,4,3
