"","V1","V2","V3","V4","V5"
"1",1,2,2,1,1
"2",4,3,4,4,3
"3",2,1,4,2,1
"4",4,2,4,3,2
"5",3,4,4,3,1
"6",3,3,1,4,2
"7",1,3,2,3,2
"8",1,1,4,4,3
"9",2,4,1,4,1
"10",4,2,4,2,4
"11",4,1,2,4,1
"12",4,4,3,2,1
"13",1,1,1,2,2
"14",3,4,1,1,2
"15",1,4,4,2,2
"16",2,3,4,1,2
"17",3,3,2,2,3
"18",2,4,3,1,3
"19",3,1,3,3,4
"20",4,4,2,3,3
"21",2,2,1,4,4
"22",2,2,1,1,3
"23",4,1,1,3,3
"24",4,3,2,1,1
"25",1,4,1,3,3
"26",2,2,3,3,1
"27",1,2,2,4,4
"28",3,2,3,4,2
"29",4,1,3,1,2
"30",3,1,2,1,4
"31",3,2,4,1,3
"32",2,1,2,3,2
"33",1,3,3,1,4
"34",2,4,2,2,4
"35",3,2,1,2,1
"36",1,1,3,2,3
"37",2,3,4,3,4
"38",3,4,3,4,4
"39",4,3,1,2,4
"40",1,3,3,4,1
