"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,3,4,3,1,1,2,4,2
"2",2,2,1,2,1,2,1,1,1
"3",3,2,1,3,4,4,4,2,2
"4",4,4,4,3,3,4,3,3,2
"5",3,4,3,4,4,2,4,4,3
"6",4,3,2,3,2,2,1,4,4
"7",3,3,1,2,4,1,3,3,1
"8",4,3,1,1,1,4,4,3,3
"9",1,1,4,3,4,2,2,2,1
"10",1,1,4,2,2,3,4,3,3
"11",2,4,4,1,4,3,3,1,2
"12",3,2,4,2,3,1,1,4,3
"13",4,3,4,2,2,2,4,1,1
"14",2,3,4,4,4,3,1,2,3
"15",2,4,2,2,4,4,2,4,4
"16",1,1,1,2,3,4,1,2,4
"17",4,1,3,2,1,3,1,3,2
"18",4,4,1,3,3,1,1,1,3
"19",1,3,1,3,1,3,3,4,3
"20",2,4,1,4,2,2,3,2,4
"21",3,4,4,1,1,2,2,2,4
"22",1,3,2,4,3,4,4,1,1
"23",2,1,3,1,2,4,3,4,1
"24",2,1,3,3,3,1,4,3,4
"25",3,1,2,3,1,3,4,1,4
"26",4,2,3,4,1,1,3,2,1
"27",1,4,2,2,1,1,4,2,2
"28",1,3,3,1,3,1,3,1,4
"29",2,2,2,1,3,2,4,4,2
"30",1,2,2,4,4,2,1,3,2
"31",3,2,4,4,2,4,3,4,4
"32",4,1,2,1,4,2,3,2,3
"33",1,2,1,1,2,1,2,3,3
"34",3,1,2,4,2,1,2,1,2
"35",4,2,3,2,4,3,2,1,4
"36",1,4,3,3,2,3,1,3,1
"37",4,1,1,4,3,3,2,4,1
"38",3,3,3,1,2,4,1,2,2
"39",3,4,2,1,3,3,2,3,1
"40",2,2,3,4,1,4,2,1,3
