"","V1","V2","V3","V4","V5","V6","V7"
"1",1,2,1,2,1,1,2
"2",3,1,3,3,2,3,1
"3",3,1,3,1,3,1,2
"4",2,2,1,3,3,3,2
"5",2,2,2,2,2,3,3
"6",2,3,2,1,2,2,2
"7",1,2,2,1,3,1,3
"8",1,1,2,1,1,1,1
"9",2,1,1,2,2,1,3
"10",3,3,1,1,1,2,3
"11",2,2,3,2,3,2,1
"12",3,2,2,1,2,1,2
"13",3,2,1,3,1,1,1
"14",3,2,3,2,1,2,2
"15",3,2,3,1,1,3,1
"16",1,3,1,3,2,1,2
"17",2,1,2,3,3,1,1
"18",3,1,1,2,2,2,1
"19",2,1,1,1,1,2,2
"20",1,1,1,3,1,3,3
"21",1,3,3,2,3,3,3
"22",2,3,1,1,2,1,1
"23",1,1,2,2,3,2,2
"24",1,3,3,1,1,3,1
"25",3,3,3,3,2,2,3
"26",2,3,3,2,1,1,3
"27",3,3,1,2,2,3,2
"28",3,3,2,1,3,3,3
"29",1,3,3,3,3,1,2
"30",1,2,2,2,2,3,1
"31",1,3,1,2,3,2,1
"32",2,1,3,1,3,2,3
"33",3,2,1,3,3,2,3
"34",1,2,2,3,1,2,3
"35",1,2,3,1,2,2,2
"36",2,1,3,2,1,3,2
"37",1,1,1,1,2,3,3
"38",2,3,2,3,1,3,2
"39",2,2,1,1,3,3,1
"40",3,3,2,2,3,1,1
"41",3,1,2,2,1,1,3
"42",1,1,3,3,2,2,1
"43",2,3,2,3,1,2,1
"44",3,1,2,3,3,3,2
"45",2,2,3,3,2,1,3
