"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,2,3,1,2,1,2,3,2,3,2,3,1,3
"2",2,2,2,1,3,2,1,1,2,1,3,1,1,3
"3",2,1,1,2,1,1,3,3,2,2,3,3,2,3
"4",2,3,3,1,1,3,3,2,1,2,2,2,1,3
"5",1,2,1,1,1,2,2,1,3,2,2,3,3,1
"6",1,2,1,2,2,1,1,2,1,1,1,3,1,2
"7",1,1,3,3,3,1,1,1,2,2,2,2,2,1
"8",3,2,3,2,3,3,2,3,1,2,3,1,3,2
"9",3,3,2,2,1,3,1,1,2,1,2,3,3,2
"10",3,1,3,2,1,2,2,2,3,1,1,1,2,1
"11",2,3,3,3,2,2,1,2,1,2,3,3,3,1
"12",2,3,3,2,3,2,2,1,3,3,1,3,2,3
"13",3,2,1,3,1,3,1,2,3,3,3,2,2,3
"14",2,1,1,3,2,3,2,1,2,2,1,1,1,2
"15",1,3,2,3,1,1,2,2,3,2,3,1,1,2
"16",1,3,1,1,2,3,2,3,2,1,3,2,2,1
"17",1,1,2,1,3,3,3,2,1,3,1,3,2,2
"18",2,1,3,1,2,1,3,1,3,1,3,2,3,2
"19",3,1,2,2,2,2,3,1,1,3,3,2,1,1
"20",1,2,3,3,1,2,3,3,2,3,1,2,3,2
"21",1,3,1,3,2,2,3,1,1,1,2,1,2,3
"22",2,2,2,3,3,3,3,3,3,1,2,3,1,1
"23",2,2,2,1,1,1,1,3,1,3,1,1,2,1
"24",3,3,1,2,3,1,3,2,2,3,2,1,3,1
"25",3,3,1,1,3,2,1,3,3,2,1,2,1,2
"26",1,1,2,2,2,3,1,3,3,3,2,1,3,3
"27",3,1,2,3,3,1,2,2,1,1,1,2,3,3
