"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,3,2,1,3,3,1,3,2,3
"2",1,3,1,3,1,3,2,2,1,3
"3",1,1,2,2,3,2,3,1,1,2
"4",1,1,1,3,2,2,1,3,2,3
"5",1,3,3,1,2,2,3,3,3,2
"6",1,2,2,3,2,1,2,3,1,1
"7",3,2,1,1,2,1,3,2,1,3
"8",2,2,3,3,3,1,3,1,2,3
"9",2,1,3,1,1,3,2,1,1,2
"10",2,3,3,3,3,2,1,2,1,2
"11",2,1,1,1,2,3,1,2,1,1
"12",3,2,3,2,1,1,1,3,1,2
"13",3,1,2,3,1,1,1,2,2,1
"14",3,1,3,1,2,2,2,3,2,3
"15",1,3,1,1,3,1,2,1,2,1
"16",2,2,2,3,1,3,3,3,3,3
"17",1,2,1,1,1,2,1,1,3,2
"18",2,1,1,2,3,1,2,3,3,2
"19",3,3,2,2,3,3,3,3,1,1
"20",1,1,3,2,3,3,2,2,3,3
"21",2,3,2,2,2,1,1,1,3,3
"22",3,1,3,3,2,2,3,1,3,1
"23",3,3,1,2,2,3,3,2,3,2
"24",3,3,2,2,1,2,2,1,1,3
"25",1,1,2,1,1,1,3,2,2,2
"26",2,3,3,3,1,1,2,2,3,1
"27",3,2,1,3,3,3,2,1,2,2
"28",3,2,2,1,3,2,1,2,3,1
"29",2,2,1,2,1,2,3,3,2,1
"30",1,2,3,2,2,3,1,1,2,1
