"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,2,1,1,2,1,1,1,2,3,2,3,2,3
"2",2,1,3,1,3,2,1,3,1,2,2,3,2,1
"3",3,1,2,1,3,2,2,2,3,3,1,2,1,3
"4",3,2,1,2,1,3,1,2,2,1,2,1,1,1
"5",2,3,3,3,2,3,2,2,1,1,2,1,2,3
"6",1,3,2,1,2,2,1,2,2,1,3,2,3,1
"7",3,1,2,3,1,3,1,1,1,2,3,2,2,3
"8",3,3,1,1,3,1,3,1,1,1,2,2,3,2
"9",2,3,1,3,1,1,3,2,3,2,1,2,2,1
"10",2,2,3,3,3,3,2,1,2,1,1,3,1,2
"11",3,2,2,2,2,1,2,3,1,1,1,3,3,1
"12",3,3,2,3,1,2,3,3,2,3,2,3,3,3
"13",3,1,3,1,2,3,3,2,2,2,1,1,3,2
"14",1,1,2,3,3,2,1,1,3,1,2,3,3,2
"15",1,3,3,2,1,1,2,2,2,2,3,3,3,3
"16",1,1,3,2,2,1,3,1,2,3,2,2,1,1
"17",3,2,3,3,2,1,1,3,3,2,3,2,1,2
"18",2,1,1,1,1,1,2,3,3,1,3,1,2,2
"19",2,1,1,2,2,2,3,2,1,1,3,3,1,3
"20",1,2,1,2,3,3,3,3,3,2,2,1,3,3
"21",1,2,2,3,3,1,3,2,1,3,3,1,2,2
"22",2,2,2,1,1,3,3,1,3,2,3,3,1,1
"23",1,3,1,2,2,3,1,2,3,3,1,3,2,2
"24",1,2,3,1,1,2,3,3,3,1,1,2,2,3
"25",2,1,1,3,3,3,2,3,2,3,3,2,3,1
"26",1,3,2,1,1,3,2,3,1,3,2,2,1,2
"27",2,3,2,2,3,1,1,3,2,2,1,1,1,3
"28",1,1,1,3,2,2,2,1,1,2,1,1,1,1
"29",2,2,3,2,1,2,1,1,1,3,1,1,3,2
"30",3,3,3,2,3,2,2,1,3,3,3,1,2,1
