"","V1","V2","V3"
"1",2,2,1
"2",1,1,2
"3",2,1,2
"4",1,1,1
"5",2,1,1
"6",1,3,2
"7",1,3,3
"8",1,3,1
"9",3,3,2
"10",2,3,2
"11",1,2,1
"12",3,3,1
"13",3,2,2
"14",3,3,3
"15",2,1,3
"16",1,1,3
"17",2,2,3
"18",2,3,3
"19",2,1,2
"20",2,3,3
"21",2,3,1
"22",2,2,2
"23",1,2,3
"24",3,1,3
"25",2,2,1
"26",1,2,2
"27",1,1,3
"28",3,2,3
"29",1,3,1
"30",1,2,2
"31",3,1,1
"32",3,2,3
"33",3,3,2
"34",3,1,2
"35",3,2,1
"36",3,1,1
