"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,1,1,4,2,4,1,4
"2",3,2,4,2,3,3,1,3
"3",3,1,4,4,1,2,2,1
"4",2,3,1,1,2,2,3,2
"5",1,1,3,2,2,2,4,3
"6",4,4,1,1,1,3,2,3
"7",1,4,4,4,3,3,3,1
"8",1,3,2,4,3,4,2,3
"9",3,3,1,2,4,4,4,1
"10",1,2,1,3,4,2,1,4
"11",2,2,3,1,3,1,2,1
"12",2,4,4,3,4,1,4,3
"13",3,2,2,4,1,1,3,3
"14",4,3,4,2,2,1,2,4
"15",3,4,3,3,2,4,1,2
"16",4,2,2,3,2,3,4,1
"17",1,2,4,1,1,4,4,2
"18",4,1,3,1,4,4,3,4
"19",2,3,3,3,1,3,3,4
"20",2,1,2,2,4,3,2,2
"21",4,3,3,4,4,2,1,2
"22",4,1,1,3,3,1,3,2
"23",1,4,2,2,1,1,1,1
"24",3,4,2,1,3,2,4,4
