"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,3,1,3,4,1,3,1,4
"2",2,3,1,3,2,3,2,4,3
"3",3,2,1,1,1,1,2,3,1
"4",2,4,3,2,2,1,4,4,2
"5",3,1,4,3,4,1,2,3,2
"6",2,4,4,3,3,4,4,2,1
"7",2,2,3,1,2,4,1,3,3
"8",3,2,3,4,4,1,4,2,3
"9",3,3,4,2,1,3,1,2,4
"10",3,3,2,1,4,4,4,4,4
"11",3,2,4,4,2,2,3,4,1
"12",4,4,2,3,1,2,4,3,4
"13",4,2,4,4,1,4,2,1,2
"14",4,1,1,2,2,4,3,2,4
"15",4,3,2,4,4,3,3,4,2
"16",2,3,3,1,1,2,4,1,1
"17",4,3,4,1,2,1,3,2,2
"18",1,4,4,2,4,2,3,3,3
"19",3,4,2,2,3,4,3,1,2
"20",4,2,1,2,3,3,4,3,1
"21",1,2,4,3,3,2,1,4,4
"22",1,1,1,4,2,2,4,2,2
"23",2,1,3,4,1,3,3,3,4
"24",1,1,3,2,4,4,2,4,1
"25",1,4,3,4,2,1,2,1,4
"26",3,1,2,3,2,3,1,1,1
"27",1,1,4,1,3,3,4,1,3
"28",4,1,2,2,1,1,1,4,3
"29",2,1,2,1,3,2,2,2,4
"30",3,4,1,4,3,4,1,3,3
"31",1,4,1,1,1,3,2,4,2
"32",4,3,3,3,3,2,2,1,3
"33",4,4,3,1,4,3,1,2,1
"34",2,2,1,2,4,2,1,1,2
"35",1,2,2,3,1,4,3,2,3
"36",1,3,2,4,3,1,1,3,1
