"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,2,2,3,1,2,1,1,2,3,1,3,3
"2",2,3,3,1,2,2,1,1,2,1,1,1,2
"3",3,3,2,2,2,1,1,3,1,3,1,2,2
"4",1,2,3,1,3,1,2,3,1,2,2,3,3
"5",3,2,1,1,3,3,2,1,1,1,1,2,1
"6",2,2,1,1,3,1,1,2,2,3,3,2,3
"7",1,2,1,3,2,3,2,2,3,2,1,1,1
"8",1,1,1,2,1,1,1,2,3,1,2,3,2
"9",1,2,1,3,1,2,3,3,3,3,2,2,2
"10",2,3,2,1,1,3,2,1,3,3,2,1,3
"11",1,2,3,2,1,2,2,1,1,1,3,1,2
"12",2,1,2,3,1,3,1,3,1,2,3,3,1
"13",3,1,1,1,2,3,2,3,2,2,3,1,2
"14",3,3,1,3,2,2,3,1,1,1,3,2,3
"15",1,3,1,2,2,1,2,1,2,3,3,3,1
"16",3,3,3,2,3,2,1,3,3,2,3,1,3
"17",2,1,1,2,3,2,2,3,2,1,1,3,3
"18",1,1,2,1,2,3,1,2,1,1,2,2,3
"19",2,2,2,2,2,1,3,3,3,1,1,1,3
"20",3,3,2,3,3,3,3,2,3,1,2,3,2
"21",1,3,3,2,1,3,3,2,2,2,1,2,3
"22",2,1,2,3,3,1,2,1,3,2,3,2,2
"23",3,1,3,1,1,2,2,2,3,3,1,2,1
"24",2,3,1,3,3,2,1,2,1,2,2,1,1
"25",3,2,3,2,2,3,1,1,3,2,2,3,1
"26",1,3,2,1,2,2,3,3,3,2,3,3,1
"27",1,1,3,3,3,3,1,3,2,3,1,2,2
"28",3,2,2,1,1,1,3,2,2,1,3,1,1
"29",2,1,1,1,1,1,3,1,1,2,1,3,2
"30",2,2,3,2,3,3,3,2,1,3,3,3,2
"31",1,1,2,2,3,2,3,1,2,3,2,1,1
"32",2,3,3,3,1,1,2,3,2,1,2,2,1
"33",3,1,3,3,2,1,3,2,1,3,2,1,3
