"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,3,2,2,2,1,3,1,1,1,2,3
"2",3,1,3,3,1,3,2,1,1,2,2,2
"3",1,1,1,3,2,2,2,3,3,1,3,2
"4",2,2,1,3,3,1,1,2,1,1,1,2
"5",1,2,3,2,1,2,1,2,1,3,3,3
"6",3,3,2,2,2,3,1,3,3,2,1,2
"7",1,3,3,3,1,3,3,2,2,1,1,1
"8",3,2,3,2,3,2,3,1,3,1,3,2
"9",1,1,2,2,3,2,1,1,2,2,1,1
"10",3,3,1,2,3,2,2,2,1,3,2,1
"11",1,2,3,1,3,1,2,3,3,2,2,1
"12",1,2,1,1,2,3,1,1,2,3,2,2
"13",2,3,2,1,3,3,2,3,2,1,3,3
"14",3,1,1,1,2,1,3,2,2,2,3,3
"15",2,1,2,3,3,3,3,2,3,3,2,3
"16",3,2,2,3,1,1,2,3,2,3,1,3
"17",2,2,1,2,1,3,3,3,1,2,3,1
"18",3,1,2,1,1,1,1,2,3,1,2,1
"19",2,3,1,1,1,2,2,1,3,2,1,3
"20",2,3,3,3,2,1,1,1,2,3,3,1
"21",2,1,3,1,2,2,3,3,1,3,1,2
