"","V1","V2","V3"
"1",1,1,1
"2",2,2,2
"3",3,2,3
"4",1,3,1
"5",1,2,2
"6",3,3,1
"7",1,1,2
"8",3,2,2
"9",2,1,2
"10",2,1,3
"11",2,1,1
"12",2,2,3
"13",3,3,2
"14",1,2,1
"15",3,3,3
"16",2,2,1
"17",3,1,2
"18",1,3,2
"19",2,3,3
"20",3,1,3
"21",1,3,3
"22",3,1,1
"23",3,2,1
"24",2,3,2
"25",1,1,3
"26",2,3,1
"27",1,2,3
