"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,2,1,1,3,3,2,2,3,1,1,3,2,3
"2",1,3,1,1,1,3,1,1,2,2,2,3,2,2
"3",2,1,1,3,3,1,2,1,1,2,1,1,2,3
"4",2,3,2,3,2,3,3,3,2,1,3,1,2,3
"5",2,1,2,2,1,3,1,2,3,1,2,1,3,3
"6",1,2,2,3,2,3,1,3,1,2,2,3,1,1
"7",1,1,3,2,2,1,2,3,2,1,1,3,3,2
"8",3,1,2,2,3,3,1,1,2,3,3,2,1,2
"9",1,3,3,3,3,1,2,2,1,3,2,2,3,3
"10",1,3,1,1,2,2,2,2,2,1,3,1,1,1
"11",2,3,3,1,1,3,3,2,1,2,1,2,3,1
"12",1,2,1,2,1,1,1,2,1,3,1,1,1,2
"13",1,1,3,3,1,2,3,1,3,3,2,1,2,1
"14",3,2,2,1,3,2,3,3,1,1,2,1,3,2
"15",2,3,3,2,3,3,2,3,1,3,3,3,2,2
"16",3,1,2,1,2,1,3,2,1,3,1,3,2,1
"17",1,3,2,2,3,2,1,3,3,1,1,2,2,1
"18",3,3,2,2,2,1,1,1,2,2,1,1,3,3
"19",3,3,2,3,1,2,2,1,1,1,3,3,3,2
"20",3,2,3,2,1,3,2,1,3,2,3,1,1,1
"21",1,1,1,2,1,2,3,3,1,2,3,2,2,3
"22",3,1,1,1,2,3,2,3,2,3,2,2,3,1
"23",2,2,1,2,3,1,3,1,2,1,2,3,1,1
"24",3,2,3,3,1,1,1,2,2,1,3,2,2,1
"25",1,2,2,1,3,1,3,1,3,2,3,2,3,3
"26",1,1,3,3,3,3,3,2,2,2,1,1,1,2
"27",2,1,3,1,2,2,1,1,1,1,2,2,1,3
"28",2,1,1,3,3,2,1,2,3,2,3,3,3,1
"29",2,2,2,1,1,2,2,3,2,3,1,3,1,3
"30",3,3,1,3,1,1,2,3,3,2,2,2,1,2
"31",2,2,3,1,2,1,1,3,3,3,3,1,2,2
"32",3,3,3,2,2,2,3,2,3,3,2,3,1,3
"33",2,2,1,3,2,2,3,1,3,3,1,2,3,2
