"","V1","V2"
"1",2,1
"2",3,1
"3",3,2
"4",2,2
"5",2,1
"6",2,3
"7",1,3
"8",2,1
"9",1,2
"10",1,3
"11",3,2
"12",2,2
"13",1,3
"14",3,2
"15",2,1
"16",1,1
"17",2,3
"18",3,3
"19",3,3
"20",2,3
"21",1,2
"22",2,3
"23",1,1
"24",1,2
"25",1,1
"26",1,3
"27",3,3
"28",1,1
"29",2,2
"30",3,1
"31",3,2
"32",2,2
"33",3,1
"34",3,1
"35",1,2
"36",3,3
