"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,1,2,1,3,2,2,3,2,2,2,2,3,1,3,3,1,1,1
"2",2,3,1,3,2,3,2,3,1,3,1,1,3,3,2,2,3,1,2
"3",1,1,2,3,2,2,1,3,2,1,1,1,2,2,1,1,2,3,1
"4",3,1,3,3,1,3,2,2,3,2,2,3,3,2,1,3,3,3,2
"5",3,3,1,2,2,1,3,3,3,2,2,2,2,3,1,3,1,3,3
"6",2,1,1,1,3,3,3,2,2,1,1,3,3,3,1,2,2,2,3
"7",3,2,2,3,3,3,2,1,1,3,1,2,2,1,2,1,1,3,3
"8",1,1,2,2,3,3,3,1,1,3,2,1,1,2,3,3,2,3,2
"9",2,2,3,2,1,3,2,3,1,1,2,3,1,3,2,2,1,3,1
"10",3,2,1,1,1,1,2,1,2,2,3,1,3,3,2,1,2,3,1
"11",2,3,2,1,2,1,2,3,3,3,3,3,1,1,1,2,2,3,2
"12",1,2,3,2,3,1,2,2,3,2,1,1,1,3,1,1,3,1,2
"13",3,3,3,2,1,2,3,3,2,2,1,3,2,1,3,1,2,1,2
"14",3,1,2,3,2,1,2,1,2,1,2,3,1,3,3,2,2,1,3
"15",2,1,1,3,1,1,1,2,1,2,1,1,1,1,2,3,1,2,2
"16",1,2,3,3,3,1,1,3,2,3,3,3,3,2,2,3,2,2,3
"17",2,1,2,2,1,2,3,2,3,3,3,1,3,3,3,1,1,2,3
"18",1,3,2,2,1,3,2,2,1,1,3,2,3,1,1,3,2,1,3
"19",3,3,3,1,2,3,1,2,3,3,1,2,1,3,3,3,2,2,1
"20",2,3,2,3,3,2,1,1,1,2,3,3,2,3,1,3,3,2,1
"21",1,1,1,1,2,3,1,1,3,2,3,3,2,2,2,1,1,1,2
"22",2,2,3,1,1,2,1,1,2,3,2,1,2,1,1,2,3,1,3
"23",2,3,3,1,3,1,1,2,1,1,2,2,3,2,3,1,1,3,2
"24",3,1,3,1,2,2,3,3,1,1,3,2,1,2,2,1,3,2,3
"25",3,2,1,3,3,2,3,2,2,3,3,2,1,2,1,2,1,1,1
"26",1,2,1,2,2,1,3,2,1,3,2,3,2,1,3,1,3,2,1
"27",3,2,1,2,3,3,1,3,3,1,3,1,2,1,3,2,3,2,2
"28",1,3,1,2,1,2,1,1,2,2,1,2,1,2,3,2,3,3,3
"29",2,2,2,1,1,1,3,1,3,1,1,2,2,2,2,3,3,1,1
"30",1,3,3,3,2,2,3,1,3,1,2,1,3,1,2,2,1,2,1
