"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,1,2,2,2,1,2,3,2
"2",1,2,2,1,1,3,3,3,3
"3",2,3,3,1,2,3,2,1,2
"4",3,3,1,3,3,3,2,2,3
"5",2,1,1,2,1,1,2,1,3
"6",2,3,2,1,1,1,2,3,1
"7",3,3,3,3,2,2,2,3,1
"8",3,3,2,1,3,1,3,2,2
"9",3,1,2,3,2,1,1,1,1
"10",1,1,3,1,3,2,2,2,3
"11",1,2,2,3,2,3,3,1,1
"12",1,1,1,1,3,2,3,1,1
"13",3,1,3,2,2,3,1,3,3
"14",2,2,3,3,1,3,3,2,2
"15",3,2,1,1,2,1,2,3,3
"16",2,3,1,3,2,1,3,1,2
"17",3,2,1,1,1,2,2,1,1
"18",3,1,1,2,3,3,1,1,2
"19",2,3,3,3,3,3,1,1,1
"20",1,1,1,3,2,1,1,2,2
"21",1,3,1,2,1,2,3,2,1
"22",1,2,1,3,3,3,2,3,2
"23",2,2,2,3,3,2,1,3,3
"24",2,2,1,2,2,3,1,3,1
"25",2,1,2,1,2,3,3,2,3
"26",2,3,1,1,2,2,1,2,3
"27",1,3,2,3,1,2,2,1,3
"28",3,2,3,3,1,1,1,2,3
"29",3,3,2,2,1,3,1,2,2
"30",1,2,3,1,2,1,1,2,1
"31",1,1,3,2,1,3,2,2,1
"32",3,1,2,1,3,3,3,3,1
"33",2,2,1,2,3,1,3,2,1
"34",3,1,1,3,1,2,3,3,2
"35",2,1,3,1,1,2,1,3,2
"36",2,1,2,3,3,2,2,2,1
"37",1,3,3,2,3,2,3,3,2
"38",1,3,2,2,3,1,1,1,3
"39",2,3,3,2,1,1,3,3,3
"40",1,2,2,1,1,2,1,1,2
"41",3,2,3,2,2,2,3,1,3
"42",3,2,3,2,3,1,2,1,2
