"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,2,1,3,4,3,1,4,2,3,1,4,3,1
"2",4,2,3,3,4,2,4,4,4,2,3,1,1,2
"3",3,3,1,1,3,4,4,3,1,1,1,2,3,2
"4",1,4,1,3,2,1,2,4,3,1,2,1,2,3
"5",1,3,3,2,1,2,1,2,4,1,4,4,3,2
"6",3,2,3,4,1,1,3,1,2,1,1,3,2,1
"7",3,1,2,1,4,3,2,2,2,1,4,1,2,4
"8",4,3,2,3,3,1,1,2,4,4,1,2,4,4
"9",1,1,2,2,2,4,4,3,3,2,1,4,1,4
"10",2,3,4,3,1,4,3,4,1,4,4,1,2,4
"11",2,4,2,4,3,2,1,3,1,2,4,2,1,1
"12",3,1,3,2,3,1,3,4,1,3,4,4,4,3
"13",4,4,4,4,3,3,4,2,2,4,2,4,2,2
"14",3,1,4,1,1,1,1,3,3,3,2,2,1,2
"15",2,4,4,2,4,1,4,1,3,2,3,3,3,4
"16",1,3,2,1,4,2,3,1,1,4,2,3,1,3
"17",1,1,1,4,1,2,4,2,2,3,3,2,4,3
"18",2,4,3,1,2,3,3,2,4,3,1,1,4,1
"19",1,1,3,3,3,4,2,1,3,4,3,2,3,1
"20",4,4,2,1,1,4,2,4,2,2,3,3,4,2
"21",4,2,4,2,2,3,1,1,1,2,2,1,3,3
"22",3,3,1,4,2,3,2,1,4,3,3,4,1,4
"23",4,2,1,2,2,2,3,3,3,4,4,3,2,1
"24",2,2,4,4,4,4,2,3,4,1,2,3,4,3
