"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,3,2,2,1,3,1,3
"2",2,2,2,1,1,3,2,1
"3",1,3,1,1,3,3,1,2
"4",1,3,3,2,2,1,1,2
"5",2,2,1,1,1,1,1,2
"6",1,2,1,1,2,2,3,3
"7",3,2,3,1,2,3,3,2
"8",1,3,2,1,2,2,2,1
"9",2,1,3,1,3,2,1,1
"10",1,1,2,3,1,1,2,2
"11",3,1,1,3,1,2,1,1
"12",2,1,2,2,3,2,3,2
"13",3,2,2,2,3,1,1,1
"14",1,2,2,3,3,2,1,3
"15",3,2,1,3,3,3,2,2
"16",1,1,1,2,2,3,1,1
"17",2,2,3,3,2,2,1,2
"18",3,3,3,3,2,1,2,3
"19",3,3,1,2,1,2,2,2
"20",3,1,2,3,2,1,3,1
"21",3,1,2,1,2,3,1,3
"22",2,1,1,2,2,1,2,3
"23",2,1,3,3,1,3,3,3
"24",3,2,1,2,1,2,3,3
"25",1,3,2,3,1,3,3,2
"26",1,1,3,1,1,2,2,3
"27",2,3,1,3,2,3,3,1
"28",2,3,2,1,3,1,3,3
"29",2,3,1,3,3,1,2,1
"30",1,2,3,2,3,3,2,3
"31",1,2,3,2,1,1,3,1
"32",3,1,3,1,3,1,2,2
"33",3,3,3,2,3,2,3,1
