"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,3,2,1,2,2,3,2,1,3,3
"2",1,1,3,3,2,2,1,1,2,1,3
"3",1,1,2,3,1,3,1,2,2,3,1
"4",2,3,1,2,1,2,1,2,3,2,3
"5",2,1,1,1,2,3,1,1,3,1,1
"6",1,3,3,2,3,3,2,1,3,1,2
"7",3,2,1,2,1,1,2,1,2,3,1
"8",3,1,1,3,1,2,2,1,1,3,2
"9",1,3,2,1,1,3,2,1,1,2,2
"10",3,3,3,3,1,1,3,3,1,2,3
"11",2,3,3,3,3,2,3,1,2,2,1
"12",3,3,3,2,2,3,1,3,2,3,2
"13",2,1,2,2,2,3,3,3,1,2,1
"14",3,3,2,1,3,2,1,3,2,1,1
"15",2,3,2,3,2,1,2,3,3,3,1
"16",3,1,3,2,3,2,2,2,1,1,1
"17",1,1,2,2,3,1,2,3,2,2,3
"18",2,1,3,1,1,3,2,2,3,3,3
"19",1,2,1,3,1,2,3,3,3,2,1
"20",2,2,2,2,1,1,1,1,1,1,3
"21",1,3,1,2,3,3,3,2,1,3,1
"22",3,2,2,3,3,3,1,2,3,2,2
"23",1,3,1,3,2,1,2,2,2,1,2
"24",3,1,2,2,1,1,3,2,3,1,2
"25",2,2,3,1,1,2,3,3,2,1,2
"26",2,2,1,1,3,3,2,3,1,1,3
"27",3,2,1,3,2,3,3,2,2,1,3
"28",2,2,3,3,3,1,1,3,1,3,2
"29",2,1,1,1,3,1,3,1,2,2,2
"30",1,2,3,1,2,1,1,2,1,2,1
"31",1,1,1,1,2,2,1,3,3,3,2
"32",3,2,3,1,2,1,2,1,3,2,3
"33",1,2,2,2,3,2,3,1,3,3,3
