"","V1","V2","V3","V4","V5","V6","V7"
"1",2,1,2,3,1,2,1
"2",2,1,1,2,4,3,3
"3",3,4,4,4,2,3,1
"4",3,2,3,4,1,4,3
"5",3,3,1,1,1,3,2
"6",4,1,3,1,2,1,2
"7",1,4,1,4,4,4,4
"8",3,1,3,2,3,4,4
"9",2,3,4,2,3,1,2
"10",2,2,3,4,4,1,1
"11",4,4,4,2,1,2,4
"12",4,3,2,2,4,4,1
"13",4,2,4,3,4,3,3
"14",2,1,4,1,1,4,1
"15",4,1,2,4,3,3,2
"16",1,2,1,3,3,4,2
"17",4,2,1,2,2,2,1
"18",3,2,2,1,3,2,4
"19",3,4,3,3,4,2,2
"20",3,4,1,3,3,1,3
"21",2,3,3,3,2,3,4
"22",1,3,2,4,2,2,2
"23",4,3,1,4,1,1,4
"24",2,4,2,1,2,4,3
"25",1,2,2,2,1,1,3
"26",1,1,4,3,2,1,4
"27",1,4,3,1,3,3,1
"28",1,3,4,1,4,2,3
