"","V1","V2","V3","V4","V5","V6"
"1",2,1,3,1,1,2
"2",1,3,3,1,2,2
"3",3,2,1,3,2,1
"4",3,3,3,2,2,3
"5",1,1,3,2,3,3
"6",1,2,1,3,3,2
"7",1,2,3,2,1,1
"8",3,3,2,3,1,2
"9",3,1,2,1,2,3
"10",3,1,3,3,3,2
"11",3,2,1,1,1,2
"12",2,3,1,1,1,1
"13",1,1,1,2,2,1
"14",2,1,1,2,1,3
"15",1,3,2,2,1,3
"16",3,2,3,1,3,1
"17",3,1,2,2,1,1
"18",3,3,1,2,3,2
"19",2,1,1,1,3,2
"20",1,3,2,3,2,1
"21",2,3,2,1,3,3
"22",2,2,3,3,1,3
"23",3,2,2,3,3,3
"24",2,2,2,2,2,2
"25",2,3,1,3,2,3
"26",2,1,3,3,2,1
"27",1,2,2,1,3,1
"28",2,3,3,2,3,1
"29",1,2,1,1,2,3
"30",1,1,2,3,1,2
