"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,4,4,1,2,3,2,4,1,3
"2",3,3,2,4,2,1,3,4,2,2
"3",2,3,3,1,2,4,1,2,4,2
"4",4,2,1,3,2,3,4,2,3,2
"5",2,2,4,3,1,4,3,4,3,4
"6",3,1,1,2,4,4,1,4,2,3
"7",2,3,1,2,3,3,3,1,1,4
"8",1,2,1,1,3,1,2,4,4,1
"9",1,4,3,2,4,3,3,3,3,2
"10",3,2,2,2,1,2,1,3,1,1
"11",1,4,2,3,1,4,2,1,2,1
"12",4,1,3,2,1,1,3,1,4,3
"13",3,3,4,1,4,2,4,1,3,1
"14",4,1,3,4,3,4,4,3,1,1
"15",3,4,3,3,3,1,1,3,3,4
"16",2,1,4,3,4,1,2,2,1,2
"17",2,4,1,4,1,2,4,3,4,3
"18",4,3,2,4,4,3,2,2,4,4
"19",1,1,2,1,2,2,4,2,2,4
"20",1,2,4,4,3,2,1,1,2,3
