"","V1","V2","V3"
"1",3,2,1
"2",2,2,2
"3",2,3,3
"4",3,3,3
"5",1,3,2
"6",1,2,1
"7",3,1,1
"8",2,2,1
"9",1,1,1
"10",1,2,2
"11",3,3,1
"12",2,1,1
"13",1,2,3
"14",1,3,1
"15",3,3,2
"16",2,3,1
"17",1,3,3
"18",2,1,3
"19",2,1,2
"20",1,1,3
"21",2,2,3
"22",3,1,2
"23",3,2,3
"24",3,1,3
"25",2,3,2
"26",3,2,2
"27",1,1,2
"28",2,3,3
"29",1,2,1
"30",3,1,2
