"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,2,1,1,1,3,1,2,3,2,2,1
"2",1,3,1,2,2,1,1,2,2,1,3,1
"3",3,1,2,3,2,2,1,3,1,2,3,1
"4",1,1,3,1,1,2,3,2,1,2,1,2
"5",2,1,1,2,1,2,2,1,3,3,3,2
"6",2,1,1,1,2,2,3,3,2,1,2,3
"7",2,2,2,3,1,1,3,2,3,1,1,1
"8",3,3,2,1,2,1,2,3,3,3,1,2
"9",2,1,3,2,2,1,1,1,3,2,1,3
"10",3,1,2,2,1,3,3,2,2,3,1,3
"11",3,2,1,3,3,2,1,1,2,1,1,2
"12",3,2,3,2,2,3,3,3,1,1,3,2
"13",2,2,2,1,3,1,1,2,1,3,3,3
"14",3,1,3,2,3,1,2,1,1,1,2,1
"15",1,1,2,3,3,3,2,2,3,1,2,2
"16",1,3,1,3,2,1,3,1,1,3,2,2
"17",2,3,3,3,1,3,1,3,2,3,2,2
"18",1,2,3,1,2,3,2,1,2,3,1,1
"19",2,3,1,2,3,3,2,3,1,2,1,3
"20",3,3,3,3,3,2,2,2,3,2,3,3
"21",1,2,1,3,1,1,2,3,2,2,3,3
"22",1,2,3,2,3,2,3,3,3,3,2,1
"23",2,3,2,1,3,3,3,1,2,2,3,1
"24",1,3,2,1,1,2,1,1,1,1,2,3
